entity_id,entity_name,merchant_category,risk_score,risk_level,risk_factors,entity_type,kyc_status
USR32628,Varsha Pingle,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR70829,Chanakya Sengupta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR81486,Samarth Chakrabarti,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR17163,Mitali Verma,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR37650,Chakradhar Gokhale,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR85711,Praneel Peri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR51690,Isha Varkey,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR88486,Rishi Batra,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR88427,Shivansh Raval,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR49638,Diptajohal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR77242,Agastya Shanker,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31770,Veda Nair,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR40430,Vasatika Saha,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR37092,Bhanumati Ravi,,50.0,MEDIUM,KYC verification REJECTED; Pre-assigned high risk segment,USER,REJECTED
USR88168,Chakradhar Bhatt,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR80769,Chandresh Gandhi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR63622,Nihal Prashad,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR11602,Noah Srinivasan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93608,Dipta Balan,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR83504,Zashil Dewan,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR71977,Omisha Kapur,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR73567,Aarna Dara,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40185,Varsha Wali,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR81399,Vaishnavi Soni,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR61397,Jagvi Sundaram,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR46922,Manbir Shere,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR91954,Quincy Palan,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR14077,Andrew Bath,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78128,Isaac Dalal,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR87183,Daksha Kothari,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR73652,George Narayan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR39137,Warinder Hegde,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR54293,Warhibir,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR85180,Harini Dugal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR57659,Girish Iyengar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99461,Orinder Wason,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41047,Sanaya Dey,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR86363,Anika Savant,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR12832,Bhavya Choudhury,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31295,Abhimanyu Dhar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR60365,Jacob Guha,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83555,Idika Deol,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR60942,Divya Pradhan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR10549,Yahvi Sahni,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR32099,Zinal Sankaran,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR32362,Maanav Tata,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR78457,Harshil Lala,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR17101,Janaki Naik,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR73974,Sachi Brar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83495,Laksh Narain,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR62758,Rachita Krishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR76672,Owentak,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR42553,Kalpitshukla,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR77711,Warinder Solanki,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR40117,Rachita Ganesh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR60702,Arjun Ravel,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93034,Warda Toor,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR15386,Upasna Madan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR97200,Indali Dave,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR95134,Mekhala Narasimhan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR76643,Divya Sura,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR45213,Rushil Vohra,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR42165,Saumya Babu,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR51183,Vasudha Manga1,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78843,Leena Anne,,50.0,MEDIUM,KYC verification REJECTED; Pre-assigned high risk segment,USER,REJECTED
USR54596,Aryan Mangal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99396,Teerth Baral,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16184,Harini Chowdhury,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR62027,Aarna Chhabra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR30228,Sara Datta,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR43878,Mugdha Yadav,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69074,Harini Konda,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR33914,Oscar Bath,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR54834,Girindra Kumar,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR60847,Kamala Johal,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR96515,Tristan Bhalla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR77584,Sanaya Parmer,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR20084,Jas0N K0Ta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR89631,Lipika Thaker,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR83541,Anmol Khare,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR73465,Orinder Dutta,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR78663,Ojasvi Mander,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR12102,Balendra Mistry,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR84966,Chatresh Sabharwal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR17033,Charvi D’Alia,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR68520,Jagvinadkarni,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR75057,Bhavini Rajan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR47494,Yachana Suresh,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR34933,Manya Vora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR55660,Ayushman Pandit,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR28217,Hemani Sodhi,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR38686,Faris Chakrabarti,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR26425,Sneha Nori,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR97600,Shravya Shetty,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR85011,Hitesh Nazareth,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR83332,Fariq Ganguly,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR26016,Shaurya Narayan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR81327,Yadavi Sehgal,,30.0,LOW,History of disputed transactions; Pre-assigned high risk segment,USER,VERIFIED
USR13608,Finn Kohli,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR60511,Adweta Balay,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR27055,Rajeshri Venkataraman,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31260,Gaurangi Mistry,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR35089,Bhavika Atwal,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR34492,Ayush Butala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR38075,Ekaja Rama,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR10264,Bhavya Kar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR39507,Urishilla Dugar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR14302,Charles Bobal,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR51054,Dayamai Dutta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR13089,Zinal Tripathi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78867,Vincent Mutti,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR81530,Vrinda Padmanabhan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40515,Li1A Nagy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR84471,Karan Mital,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR62933,Shaurya Zachariah,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR80611,Vincent Aurora,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR55076,Logan Shukla,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR47910,Ayaan Sathe,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR47045,Gabriel Suresh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52717,Dhruv Mall,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR69776,Bina Basu,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR96590,Jatin Nanda,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR97012,Girish Parekh,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR31858,Nidra Gole,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR90181,Aarav Chatterjee,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR20904,Ekajajoshi,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR64589,Bachittar Mane,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR63240,Jeremiah Bora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19456,Rachit Sarraf,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR82085,Avi Dube,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR54607,Hitesh Grewal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR59926,Bakhshi Gokhale,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR26573,Jagvi Mistry,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR24662,Tanay Palla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78351,Kritika Gala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR70030,Yashawinidora,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR35945,Vincent Wagle,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR58784,Watika Kanda,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR16208,Eesha Gole,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR93899,Leela Mutti,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR85687,Charles Narula,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR51046,Zashil Rana,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR26261,Diya Kumer,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR88263,Charan Varty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43700,Zarna Din,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR34798,Jai Sathe,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR21060,Sara Sehgal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR39196,Shaurya Nagy,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR13909,Ekalinga Deshpande,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR49318,Agastya Grover,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,PENDING
USR85679,Karan Jain,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR34291,Dominic Dua,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR70848,Manbir Bala,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR71509,Nihal Bath,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR30999,Kamya Kashyap,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR23312,Yadavi Vyas,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR38971,Charan Khatri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR39041,Ishwar Kuruvi11A,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR59656,Vedika Varughese,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR67145,Simon Devan,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR14404,Raagini Ranganathan,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR92102,Tanveer Ahluwalia,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR78552,Reyansh Virk,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR73013,Krishnavora,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR31475,Edhithadyal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR53841,Ekani Sangha,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR15196,Nitesh Batra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR88075,Theodore Warrior,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56273,Jacob Badal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR64099,Akshay Gaba,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR72032,Mugdha Mani,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR71692,Jagrati Goel,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR20265,Yahvi Borah,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR44174,Utkarshborra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR65587,Ikbal Lala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43355,Jeremiah Chanda,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR30195,Anjali Deshpande,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19464,Manbir Zacharia,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69767,Samesh Dua,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR85442,Damyanti Karpe,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR17208,Ekani Sengupta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56479,Chameli Seth,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR78207,Avi Rama,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR67301,Om Keer,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR11712,Robert Jhaveri,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR78483,Ishwar Buch,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR39587,Wriddhish Venkataraman,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR90341,Bhavika Mukhopadhyay,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR21271,Nilima Kari,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR10552,Daksh Dora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16786,Ishanvi Pal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR98110,Nicholas Virk,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR80982,Caleb Ben,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR88206,Aarnav Nagy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41573,Vansha Kaul,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR70175,Lopa Shah,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,PENDING
USR84701,Vasatika Chauhan,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR65066,Farhan Krishnan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR58438,Lopa Ravel,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR85809,Yatan Salvi,,75.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,REJECTED
USR15000,Anvi Rama,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR63561,Jackson Sur,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR61557,Wishi Nadkarni,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR17080,Nathan Garg,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR14006,Aarush Sehgal,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR89897,Mitesh Keer,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR72309,Ishita Lall,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43737,Aarnav Kalla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR97776,Sara Grewal,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR42844,Balendra Sekhon,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR20040,Ladli Rajan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19439,Reyansh Kibe,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56863,Omisha Loke,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR12377,Vasatika Swamy,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR10542,Wridesh Subramanian,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR10239,Girish Koshy,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR55232,Daksh Saxena,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94610,Lakshit Gopal,,75.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,REJECTED
USR16821,Darsh Baral,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR14214,Rajata Kumer,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR83097,Teerth Apte,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR12744,Jagat Sem,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR94355,Jyoti Banik,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR36579,Faraj Ramakrishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR12972,Indrajit Kuruvilla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR73639,Sanaya Amble,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR73699,Nathan Master,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR97014,Faras Sethi,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR42945,Ojasvi Dubey,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62391,Yashoda Gade,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR80043,Timothychandra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR24045,Manbir Mittal,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR98708,Meghana Dixit,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR46271,Aarna Lall,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR80057,Triveni Modi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89230,Vyanjana Dutta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR46865,Azaan Sani,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR51137,Ijaya Devi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR25037,Wyatt Bali,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16457,Vivaan Sahni,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR48528,Anirudh Aggarwal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR24483,Triveni Rao,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR86107,Lakshmi Narasimhan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR47988,Advika Varma,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR35692,Vamakshi Wali,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR97281,Sai Gupta,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR87917,Zinal Kulkarni,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR81011,Ethan Bail,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR44862,Qadim Sane,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR85675,Osha Badami,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR70264,Maya Bali,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR59323,Yochana Grover,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR93037,Yadavi D’Alia,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR91841,Keya Dyal,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR29937,Jack Karpe,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR84338,Manbir Narang,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR49107,Daniel Shetty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41234,Lucky Rout,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR48785,Girish Bail,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR22557,Caleb Deshmukh,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR29328,Chaaya Bhandari,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR22071,Sai Banerjee,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR15410,Anth0Ny Lata,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR88910,Kala Anne,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94051,Thomas Bahl,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78245,Kevin Sur,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69140,Owen Gandhi,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR54122,Zilmil Rajagopal,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR19697,Bhavna Goel,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR30080,Umang Varkey,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR11237,Wishi Kapadia,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR73762,Amruta Seshadri,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR94533,Sameshsunder,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR82460,Siya Divan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32951,Yatin Ganesan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR36112,Bhavya Sawhney,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR33829,Lucky Wable,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41445,Ekantika Sood,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99875,Ojasvi Johal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR90850,Vihaan Sachdeva,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR25013,Bhanumati Prasad,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94104,Naveen Kanda,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR67537,Hitesh Kari,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR85068,Krishna Sengupta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
